Customer_ID,Horizon_Years,Monthly_Investment_Used,SIP_Policy,Expected_Return_pa_%,Starting_Principal,Total_Principal,Final_Corpus,Gains
CUST200048,9,3925.4,surplus_based,8.74,768819.0,1192762.15,2264391.56,1071629.41
CUST200049,5,1000.0,min_enforced,8.48,3109600.0,3169600.0,4744236.37,1574636.37
CUST200050,20,78514.9,surplus_based,7.52,20863567.0,39707142.24,131295384.71,91588242.47
CUST200051,12,1000.0,min_enforced,10.42,1448154.0,1592154.0,5033677.98,3441523.98
CUST200052,21,1000.0,min_enforced,8.48,1912214.0,2164214.0,11236758.2,9072544.2
CUST200053,5,101036.39,surplus_based,10.57,45906961.0,51969144.38,83729404.39,31760260.01
CUST200054,3,65010.87,surplus_based,6.43,8858548.0,11198939.21,13247912.08,2048972.87
CUST200055,12,1000.0,min_enforced,8.19,1373347.0,1517347.0,3771522.01,2254175.01
CUST200056,7,1000.0,min_enforced,10.36,1473313.0,1557313.0,3058370.23,1501057.23
CUST200057,13,3031.09,surplus_based,9.03,1187289.0,1660139.03,4523660.67,2863521.63
CUST200058,12,1000.0,min_enforced,9.87,4782735.0,4926735.0,15065367.29,10138632.29
CUST200059,13,10897.5,surplus_based,5.77,13322256.0,15022266.69,30138103.89,15115837.2
CUST200060,12,7207.8,surplus_based,9.57,6734294.0,7772216.78,22041589.61,14269372.83
CUST200061,6,1682.75,surplus_based,5.81,78675.0,199832.9,254293.01,54460.12
CUST200062,9,2980.92,surplus_based,8.06,1413772.0,1735710.86,3303205.8,1567494.94
CUST200063,13,1000.0,min_enforced,12.34,4689625.0,4845625.0,21644593.71,16798968.71
CUST200064,3,1000.0,min_enforced,3.86,0.0,36000.0,38063.14,2063.14
CUST200065,13,1000.0,min_enforced,10.09,2084046.0,2240046.0,7577350.7,5337304.7
CUST200066,9,1544.59,surplus_based,10.25,4888801.0,5055616.96,12035550.51,6979933.55
CUST200067,16,6952.13,surplus_based,8.65,3469402.0,4804210.2,15869086.22,11064876.02
CUST200068,12,24150.37,surplus_based,3.91,7664878.0,11142531.09,16550094.61,5407563.52
CUST200069,9,1000.0,min_enforced,8.2,1614903.0,1722903.0,3439825.67,1716922.67
CUST200070,19,1000.0,min_enforced,12.36,11185667.0,11413667.0,103169341.55,91755674.55
CUST200071,9,56175.59,surplus_based,8.06,17386817.0,23453780.74,43671124.34,20217343.6
CUST200072,21,1289.42,surplus_based,8.82,3800652.0,4125586.23,23310846.81,19185260.58
CUST200073,14,6588.8,surplus_based,7.17,3297683.0,4404600.74,10559694.89,6155094.15
CUST200074,4,1000.0,min_enforced,5.26,15618860.0,15666860.0,19226898.7,3560038.7
CUST200075,3,48052.41,surplus_based,8.57,45268404.0,46998290.78,59894419.9,12896129.12
CUST200076,11,38027.81,surplus_based,7.65,2156476.0,7176147.18,12569537.52,5393390.34
CUST200077,10,9309.11,surplus_based,12.52,625922.0,1743014.64,4160250.83,2417236.19
CUST200078,13,1635.43,surplus_based,10.18,680125.0,935251.74,2908151.18,1972899.44
CUST200079,19,1000.0,min_enforced,8.96,1016185.0,1244185.0,5762250.84,4518065.84
CUST200080,7,1000.0,min_enforced,13.08,2129804.0,2213804.0,5167442.4,2953638.4
CUST200081,9,4380.81,surplus_based,13.43,3758294.0,4231421.87,12557816.15,8326394.28
CUST200082,14,83497.83,surplus_based,7.78,49128835.0,63156471.17,164925478.63,101769007.46
CUST200083,10,1000.0,min_enforced,13.32,1436936.0,1556936.0,5253427.21,3696491.21
CUST200084,22,1000.0,min_enforced,7.13,0.0,264000.0,616855.27,352855.27
CUST200085,6,6112.45,surplus_based,12.11,3165157.0,3605253.09,6914363.69,3309110.6
CUST200086,18,3299.14,surplus_based,6.93,46531.0,759146.19,1534998.24,775852.05
CUST200087,11,3294.84,surplus_based,7.72,1170328.0,1605246.39,3321988.94,1716742.55
CUST200088,2,1000.0,min_enforced,5.78,2800801.0,2824801.0,3159457.37,334656.37
CUST200089,11,33403.42,surplus_based,5.43,22553603.0,26962855.05,46325299.57,19362444.52
CUST200090,16,4534.42,surplus_based,13.73,3682594.0,4553202.3,31710326.35,27157124.05
CUST200091,14,1000.0,min_enforced,5.64,0.0,168000.0,252271.87,84271.87
CUST200092,2,1000.0,min_enforced,9.33,1213306.0,1237306.0,1476466.35,239160.35
CUST200093,2,4202.59,surplus_based,7.86,8612812.0,8713674.28,10129253.75,1415579.47
CUST200094,13,16031.18,surplus_based,5.83,4048820.0,6549683.58,12139778.49,5590094.91
CUST200095,8,1000.0,min_enforced,10.64,78421.0,174421.0,323286.98,148865.98
CUST200096,15,6199.01,surplus_based,7.22,2349732.0,3465554.54,8651432.92,5185878.37
CUST200097,13,47897.5,surplus_based,7.19,34433363.0,41905372.84,96985102.0,55079729.16
CUST200098,2,1000.0,min_enforced,7.82,153778.0,177778.0,204585.94,26807.94
CUST200099,11,34781.81,surplus_based,7.73,15483523.0,20074721.49,42204022.9,22129301.41
CUST200100,2,1000.0,min_enforced,9.47,970030.0,994030.0,1188741.63,194711.63
CUST200101,4,1000.0,min_enforced,5.98,275032.0,323032.0,400812.96,77780.96
CUST200102,14,54328.26,surplus_based,9.53,27064963.0,36192110.19,115188699.09,78996588.9
CUST200103,9,1000.0,min_enforced,7.3,4269964.0,4377964.0,8203338.03,3825374.03
CUST200104,7,3867.14,surplus_based,7.34,5982330.0,6307170.15,10238841.06,3931670.91
CUST200105,3,67310.25,surplus_based,13.28,9529562.0,11952730.84,16774618.3,4821887.46
CUST200106,12,1000.0,min_enforced,3.62,391060.0,535060.0,778221.01,243161.01
CUST200107,4,10080.41,surplus_based,3.51,3144662.0,3628521.91,4128713.78,500191.87
CUST200108,8,19794.79,surplus_based,5.79,10449924.0,12350223.62,18782758.8,6432535.18
CUST200109,2,26321.85,surplus_based,10.05,9258363.0,9890087.46,11906407.85,2016320.39
CUST200110,22,2796.34,surplus_based,6.62,6049633.0,6787866.01,26406434.82,19618568.82
CUST200111,8,1000.0,min_enforced,6.73,7510132.0,7606132.0,12775214.19,5169082.19
CUST200112,14,32047.05,surplus_based,11.51,13586814.0,18970717.76,75092678.97,56121961.21
CUST200113,2,13505.15,surplus_based,9.59,64802.0,388925.54,432192.87,43267.33
CUST200114,13,3874.79,surplus_based,11.16,4265243.0,4869709.76,18166589.43,13296879.67
CUST200115,8,7765.51,surplus_based,7.95,1924098.0,2669586.96,4574541.15,1904954.19
CUST200116,5,11908.25,surplus_based,7.66,15954164.0,16668659.28,23932627.12,7263967.84
CUST200117,2,1000.0,min_enforced,6.95,84301.0,108301.0,122048.84,13747.84
CUST200118,9,1000.0,min_enforced,9.37,8011170.0,8119170.0,18107916.28,9988746.28
CUST200119,7,1000.0,min_enforced,7.67,3424417.0,3508417.0,5854320.96,2345903.96
CUST200120,12,11612.55,surplus_based,11.22,10796552.0,12468758.83,42031130.98,29562372.14
CUST200121,9,11256.64,surplus_based,3.44,9627302.0,10843019.07,14477620.33,3634601.26
CUST200122,5,1000.0,min_enforced,5.37,587009.0,647009.0,830734.52,183725.52
CUST200123,14,1000.0,min_enforced,7.1,519258.0,687258.0,1637157.48,949899.48
CUST200124,2,1000.0,min_enforced,6.74,0.0,24000.0,25566.5,1566.5
CUST200125,9,23416.28,surplus_based,9.87,5748443.0,8277401.17,17375064.83,9097663.66
CUST200126,8,1000.0,min_enforced,4.92,6936281.0,7032281.0,10302689.39,3270408.39
CUST200127,1,1000.0,min_enforced,5.54,335064.0,347064.0,365922.29,18858.29
CUST200128,17,1000.0,min_enforced,4.94,4498760.0,4702760.0,10526651.37,5823891.37
CUST200129,10,1000.0,min_enforced,5.69,915246.0,1035246.0,1750880.08,715634.08
CUST200130,4,1000.0,min_enforced,3.73,147776.0,195776.0,222685.44,26909.44
CUST200131,10,1000.0,min_enforced,10.0,1766280.0,1886280.0,4779090.52,2892810.52
CUST200132,7,13334.37,surplus_based,9.43,131261.0,1251348.37,1801992.28,550643.91
CUST200133,9,1278.07,surplus_based,4.98,2424270.0,2562301.63,3925557.48,1363255.85
CUST200134,23,1000.0,min_enforced,5.56,2003476.0,2279476.0,7494027.59,5214551.59
CUST200135,15,7525.08,surplus_based,7.79,9862745.0,11217259.13,32875760.34,21658501.21
CUST200136,14,1000.0,min_enforced,8.99,0.0,168000.0,324738.55,156738.55
CUST200137,10,1000.0,min_enforced,3.41,1672009.0,1792009.0,2481165.99,689156.99
CUST200138,6,2360.36,surplus_based,11.37,1458981.0,1628927.27,3021310.26,1392382.99
CUST200139,10,6429.34,surplus_based,9.97,10375417.0,11146937.55,28130467.64,16983530.09
CUST200140,7,4413.42,surplus_based,3.83,299184.0,669911.03,812490.01,142578.98
CUST200141,5,1959.31,surplus_based,12.37,342194.0,459752.43,771981.64,312229.21
CUST200142,12,10146.02,surplus_based,13.12,7651052.0,9112078.16,36925430.28,27813352.12
CUST200143,12,1000.0,min_enforced,4.24,2284828.0,2428828.0,3945026.93,1516198.93
CUST200144,15,5950.92,surplus_based,11.01,1948829.0,3019995.36,11924568.04,8904572.68
CUST200145,12,7125.53,surplus_based,9.39,4822500.0,5848576.83,15990007.82,10141430.99
CUST200146,6,1000.0,min_enforced,3.81,571596.0,643596.0,795820.51,152224.51
CUST200147,21,47966.5,surplus_based,5.56,16925217.0,29012775.61,75232524.35,46219748.74
CUST200148,7,1000.0,min_enforced,6.47,8429997.0,8513997.0,13176568.91,4662571.91
CUST200149,12,81856.8,surplus_based,13.61,9777124.0,21564502.51,72967673.86,51403171.35
CUST200150,14,15255.88,surplus_based,13.26,1965875.0,4528863.63,18135550.7,13606687.07
CUST200151,13,1000.0,min_enforced,7.31,9347273.0,9503273.0,23642846.45,14139573.45
CUST200152,3,1000.0,min_enforced,5.48,73857.0,109857.0,125624.17,15767.17
CUST200153,7,1000.0,min_enforced,8.46,3480996.0,3564996.0,6260254.29,2695258.29
CUST200154,2,1000.0,min_enforced,6.69,927846.0,951846.0,1081796.66,129950.66
CUST200155,12,5529.12,surplus_based,7.26,9364332.0,10160524.97,22966757.02,12806232.04
CUST200156,12,7420.21,surplus_based,6.08,5095379.0,6163889.17,11896423.87,5732534.7
CUST200157,7,1000.0,min_enforced,3.95,801662.0,885662.0,1147510.95,261848.95
CUST200158,10,1000.0,min_enforced,3.86,1619936.0,1739936.0,2510626.38,770690.38
CUST200159,9,1000.0,min_enforced,5.89,3461115.0,3569115.0,5935068.55,2365953.55
CUST200160,6,1000.0,min_enforced,10.83,2259631.0,2331631.0,4286525.37,1954894.37
CUST200161,15,1000.0,min_enforced,3.23,1306961.0,1486961.0,2336095.93,849134.93
CUST200162,17,101035.21,surplus_based,11.11,8380281.0,28991463.66,107508404.49,78516940.84
CUST200163,11,20634.38,surplus_based,5.12,430009.0,3153746.82,4366743.42,1212996.6
CUST200164,6,1000.0,min_enforced,6.59,12540618.0,12612618.0,18480179.83,5867561.83
CUST200165,7,1000.0,min_enforced,8.24,4966032.0,5050032.0,8754936.94,3704904.94
CUST200166,9,7523.88,surplus_based,7.34,4562629.0,5375208.38,9768176.59,4392968.2
CUST200167,12,1000.0,min_enforced,7.65,1082575.0,1226575.0,2851701.54,1625126.54
CUST200168,22,68350.86,surplus_based,6.45,5555925.0,23600551.09,60655958.42,37055407.33
CUST200169,17,29972.91,surplus_based,6.71,7172868.0,13287341.64,32754381.16,19467039.52
CUST200170,22,80773.72,surplus_based,10.0,23851598.0,45175858.96,266292159.07,221116300.11
CUST200171,9,17575.87,surplus_based,3.51,983803.0,2881996.89,3564056.16,682059.27
CUST200172,6,1000.0,min_enforced,5.83,235652.0,307652.0,416567.42,108915.42
CUST200173,9,37500.35,surplus_based,13.11,7753370.0,11803407.46,30868666.49,19065259.03
CUST200174,3,30846.77,surplus_based,9.36,2019902.0,3130385.8,3911280.25,780894.45
CUST200175,21,27727.76,surplus_based,7.74,13611472.0,20598867.57,82043347.6,61444480.03
CUST200176,18,1000.0,min_enforced,6.84,5557723.0,5773723.0,18703460.17,12929737.17
CUST200177,17,1000.0,min_enforced,5.05,3189366.0,3393366.0,7687583.93,4294217.93
CUST200178,6,1000.0,min_enforced,5.82,0.0,72000.0,85519.39,13519.39
CUST200179,10,1000.0,min_enforced,9.34,0.0,120000.0,193078.19,73078.19
CUST200180,12,1040.44,surplus_based,13.3,4053090.0,4202912.83,18481300.5,14278387.68
CUST200181,9,5235.77,surplus_based,4.1,1811475.0,2376938.47,3280459.48,903521.01
CUST200182,9,6875.62,surplus_based,8.24,8669807.0,9412373.96,18752845.92,9340471.97
CUST200183,15,1000.0,min_enforced,13.4,4926220.0,5106220.0,33006282.51,27900062.51
CUST200184,13,1000.0,min_enforced,7.64,3949250.0,4105250.0,10547125.62,6441875.62
CUST200185,4,1000.0,min_enforced,5.18,4810539.0,4858539.0,5939817.16,1081278.16
CUST200186,7,91037.23,surplus_based,7.93,52124039.0,59771166.16,99023463.18,39252297.02
CUST200187,11,1000.0,min_enforced,9.35,0.0,132000.0,223718.81,91718.81
CUST200188,8,1000.0,min_enforced,6.82,46125.0,142125.0,204329.07,62204.07
CUST200189,12,14996.37,surplus_based,9.03,9496797.0,11656274.91,30572417.4,18916142.5
CUST200190,8,2962.41,surplus_based,9.69,5944922.0,6229313.74,12881850.66,6652536.92
CUST200191,19,4923.69,surplus_based,8.76,8006725.0,9129325.43,42242858.12,33113532.69
CUST200192,15,17223.15,surplus_based,10.27,87360.0,3187527.37,7395633.58,4208106.2
CUST200193,15,9042.16,surplus_based,6.91,1068707.0,2696295.55,5702174.41,3005878.86
CUST200194,2,1000.0,min_enforced,9.25,1156264.0,1180264.0,1406240.0,225976.0
CUST200195,16,14071.94,surplus_based,8.03,1837355.0,4539168.03,11638122.93,7098954.9
CUST200196,25,82774.63,surplus_based,7.39,27437930.0,52270320.48,231999068.76,179728748.27
CUST200197,3,1000.0,min_enforced,4.55,0.0,36000.0,38444.15,2444.15
CUST200198,3,1000.0,min_enforced,3.46,11750.0,47750.0,50858.52,3108.52
CUST200199,8,53735.71,surplus_based,3.6,40348111.0,45506739.25,59479296.82,13972557.56
CUST200200,7,1000.0,min_enforced,3.8,3536136.0,3620136.0,4686243.13,1066107.13
CUST200201,3,1000.0,min_enforced,9.2,2563450.0,2599450.0,3379172.37,779722.37
CUST200202,14,13080.44,surplus_based,8.93,6769448.0,8966962.3,26643825.68,17676863.38
CUST200203,5,1697.08,surplus_based,4.11,3858768.0,3960592.64,4832440.24,871847.6
CUST200204,10,1000.0,min_enforced,9.36,6940364.0,7060364.0,17177338.24,10116974.24
CUST200205,11,1000.0,min_enforced,6.57,3305112.0,3437112.0,6846783.32,3409671.32
CUST200206,8,1000.0,min_enforced,9.79,4494423.0,4590423.0,9631345.28,5040922.28
CUST200207,8,1000.0,min_enforced,13.26,1392814.0,1488814.0,3933977.82,2445163.82
CUST200208,19,1000.0,min_enforced,5.39,0.0,228000.0,390519.23,162519.23
CUST200209,12,74777.24,surplus_based,9.36,34930894.0,45698816.6,121463709.33,75764892.73
CUST200210,21,29296.13,surplus_based,13.08,17581035.0,24963660.77,266915680.4,241952019.64
CUST200211,1,1000.0,min_enforced,5.9,149737.0,161737.0,170887.91,9150.91
CUST200212,15,1840.23,surplus_based,8.8,4759666.0,5090907.28,17536391.53,12445484.25
CUST200213,15,69856.48,surplus_based,10.39,4753172.0,17327338.98,49679030.02,32351691.04
CUST200214,7,1000.0,min_enforced,6.82,72789.0,156789.0,221938.14,65149.14
CUST200215,5,1000.0,min_enforced,5.18,0.0,60000.0,68105.29,8105.29
CUST200216,5,1000.0,min_enforced,8.2,0.0,60000.0,73307.5,13307.5
CUST200217,12,1000.0,min_enforced,8.08,476686.0,620686.0,1448313.24,827627.24
CUST200218,11,3064.22,surplus_based,8.92,3124331.0,3528808.54,8663298.94,5134490.4
CUST200219,7,2512.55,surplus_based,5.74,5901836.0,6112889.94,8980641.48,2867751.55
CUST200220,12,4187.9,surplus_based,4.79,1411307.0,2014364.63,3282600.63,1268236.0
CUST200221,10,52556.11,surplus_based,7.99,27340577.0,33647310.68,68458590.28,34811279.59
CUST200222,23,1000.0,min_enforced,13.5,12281336.0,12557336.0,227522462.08,214965126.08
CUST200223,7,1000.0,min_enforced,6.22,89099.0,173099.0,240135.67,67036.67
CUST200224,12,1000.0,min_enforced,6.71,0.0,144000.0,217390.85,73390.85
CUST200225,17,6326.03,surplus_based,5.38,1418650.0,2709159.79,5532722.24,2823562.45
CUST200226,14,2667.43,surplus_based,7.31,2937998.0,3386125.43,8649059.91,5262934.48
CUST200227,11,1000.0,min_enforced,7.87,2951363.0,3083363.0,6994169.48,3910806.48
CUST200228,11,1625.11,surplus_based,4.85,2186119.0,2400633.94,3962259.35,1561625.41
CUST200229,2,1000.0,min_enforced,5.99,0.0,24000.0,25390.31,1390.31
CUST200230,11,2471.84,surplus_based,6.41,2607822.0,2934105.04,5634658.17,2700553.12
CUST200231,5,1000.0,min_enforced,8.9,5462723.0,5522723.0,8442132.07,2919409.07
CUST200232,2,1000.0,min_enforced,5.11,52347.0,76347.0,83015.68,6668.68
CUST200233,5,8230.26,surplus_based,6.27,3703918.0,4197733.66,5595662.77,1397929.11
CUST200234,17,2538.44,surplus_based,8.49,5417201.0,5935042.71,22763820.54,16828777.83
CUST200235,13,10578.14,surplus_based,5.42,12407120.0,14057309.85,26997959.36,12940649.51
CUST200236,11,8690.4,surplus_based,6.54,4749668.0,5896800.29,11183528.12,5286727.83
CUST200237,4,1000.0,min_enforced,5.29,0.0,48000.0,53188.28,5188.28
CUST200238,21,85843.25,surplus_based,13.3,46618586.0,68251085.09,747009959.32,678758874.23
CUST200239,13,1000.0,min_enforced,9.62,0.0,156000.0,299484.81,143484.81
CUST200240,20,1000.0,min_enforced,7.97,1060065.0,1300065.0,5484794.14,4184729.14
CUST200241,6,1000.0,min_enforced,11.31,11024124.0,11096124.0,21068278.33,9972154.33
CUST200242,10,1000.0,min_enforced,5.27,0.0,120000.0,156535.16,36535.16
CUST200243,10,1423.08,surplus_based,11.56,12068001.0,12238770.73,36345348.24,24106577.5
CUST200244,5,1000.0,min_enforced,8.06,0.0,60000.0,73049.97,13049.97
CUST200245,11,1000.0,min_enforced,8.62,476063.0,608063.0,1397082.37,789019.37
CUST200246,8,1000.0,min_enforced,6.29,0.0,96000.0,123427.61,27427.61
CUST200247,6,1000.0,min_enforced,7.67,0.0,72000.0,90328.43,18328.43
CUST200248,15,25349.08,surplus_based,9.08,9862204.0,14425037.69,45682201.31,31257163.63
CUST200249,7,1096.99,surplus_based,7.39,2925327.0,3017474.17,4936218.85,1918744.68
CUST200250,14,5214.66,surplus_based,7.6,289986.0,1166049.4,2332567.7,1166518.29
CUST200251,3,11361.48,surplus_based,8.48,7700703.0,8109716.44,10293317.59,2183601.15
CUST200252,3,10504.17,surplus_based,7.78,20819549.0,21197699.0,26486868.39,5289169.39
CUST200253,13,5984.75,surplus_based,8.03,768047.0,1701667.78,3700701.83,1999034.05
CUST200254,9,1941.84,surplus_based,6.31,1006536.0,1216255.22,2024989.98,808734.75
CUST200255,11,31238.01,surplus_based,5.41,2375055.0,6498471.71,9813352.08,3314880.37
CUST200256,14,1000.0,min_enforced,5.57,1466057.0,1634057.0,3381240.31,1747183.31
CUST200257,6,1000.0,min_enforced,3.93,596230.0,668230.0,832106.48,163876.48
CUST200258,6,53369.91,surplus_based,7.38,12774406.0,16617039.39,24365137.45,7748098.06
CUST200259,13,1000.0,min_enforced,10.79,1225271.0,1381271.0,4970352.81,3589081.81
CUST200260,5,3633.88,surplus_based,13.22,1027690.0,1245722.92,2212542.55,966819.63
CUST200261,6,1000.0,min_enforced,5.46,0.0,72000.0,84626.39,12626.39
CUST200262,5,9194.74,surplus_based,8.76,4415170.0,4966854.22,7401969.98,2435115.76
CUST200263,8,5921.39,surplus_based,13.19,7444880.0,8013333.49,21021458.52,13008125.03
CUST200264,6,1000.0,min_enforced,6.3,3685253.0,3757253.0,5404621.78,1647368.78
CUST200265,13,11235.88,surplus_based,9.23,3949414.0,5702210.54,15722085.67,10019875.13
CUST200266,14,1657.3,surplus_based,5.53,1783701.0,2062127.0,4204649.96,2142522.96
CUST200267,13,2824.64,surplus_based,10.08,1772262.0,2212905.23,7050068.27,4837163.03
CUST200268,6,1000.0,min_enforced,6.61,954488.0,1026488.0,1488743.56,462255.56
CUST200269,13,70994.16,surplus_based,13.39,13119663.0,24194752.25,94966613.37,70771861.13
CUST200270,22,1000.0,min_enforced,5.5,0.0,264000.0,502588.77,238588.77
CUST200271,12,88032.01,surplus_based,12.29,4640776.0,17317384.76,46038955.1,28721570.34
CUST200272,10,1000.0,min_enforced,5.72,0.0,120000.0,160168.97,40168.97
CUST200273,13,42766.49,surplus_based,9.57,23845825.0,30517396.71,91006809.82,60489413.11
CUST200274,8,1000.0,min_enforced,9.35,0.0,96000.0,139664.69,43664.69
CUST200275,10,1000.0,min_enforced,7.05,2867796.0,2987796.0,5839428.52,2851632.52
CUST200276,13,22989.98,surplus_based,9.86,1086808.0,4673245.18,10691712.55,6018467.37
CUST200277,2,1000.0,min_enforced,9.4,4589509.0,4613509.0,5519203.42,905694.42
CUST200278,17,65311.53,surplus_based,5.59,14706694.0,28030245.59,58940174.15,30909928.55
CUST200279,3,22584.91,surplus_based,11.66,16277998.0,17091054.66,23621756.8,6530702.14
CUST200280,3,1000.0,min_enforced,5.82,314432.0,350432.0,411676.57,61244.57
CUST200281,7,23107.13,surplus_based,6.75,82635.0,2023633.85,2584314.78,560680.93
CUST200282,9,8627.61,surplus_based,4.96,960993.0,1892775.33,2651443.71,758668.38
CUST200283,15,107837.39,surplus_based,7.0,19845718.0,39256447.44,88307848.16,49051400.73
CUST200284,9,1000.0,min_enforced,9.34,0.0,108000.0,165164.28,57164.28
CUST200285,12,69580.6,surplus_based,8.22,44330710.0,54350317.09,131077832.95,76727515.86
CUST200286,4,1000.0,min_enforced,8.29,0.0,48000.0,56336.74,8336.74
CUST200287,2,6459.48,surplus_based,9.25,82111.0,237138.58,266966.52,29827.94
CUST200288,14,1000.0,min_enforced,7.15,399773.0,567773.0,1333875.28,766102.28
CUST200289,20,105102.22,surplus_based,13.46,33271405.0,58495938.78,530315341.95,471819403.17
CUST200290,3,1000.0,min_enforced,5.11,0.0,36000.0,38751.55,2751.55
CUST200291,5,1000.0,min_enforced,6.44,0.0,60000.0,70231.99,10231.99
CUST200292,13,1000.0,min_enforced,8.58,0.0,156000.0,278254.02,122254.02
CUST200293,12,1000.0,min_enforced,8.18,514519.0,658519.0,1559867.64,901348.64
CUST200294,20,50852.13,surplus_based,10.55,10165797.0,22370307.92,114585215.2,92214907.28
CUST200295,21,75136.33,surplus_based,7.86,26391139.0,45325493.3,175665339.66,130339846.36
CUST200296,21,1121.65,surplus_based,7.98,2442598.0,2725253.13,12942504.22,10217251.09
CUST200297,8,61987.31,surplus_based,6.85,17407930.0,23358711.64,37412475.62,14053763.98
CUST200298,6,1000.0,min_enforced,4.52,0.0,72000.0,82299.22,10299.22
CUST200299,7,1000.0,min_enforced,13.35,608717.0,692717.0,1597328.1,904611.1
CUST200300,15,1000.0,min_enforced,11.09,3135577.0,3315577.0,15621697.34,12306120.34
CUST200301,4,1000.0,min_enforced,6.11,0.0,48000.0,54039.76,6039.76
