Customer_ID,scaled_Current_Net_Worth,scaled_Savings_Rate(%),scaled_Goal_Amount(₹),Primary_Financial_Goal_Education,Primary_Financial_Goal_Emergency_Fund,Primary_Financial_Goal_House,Primary_Financial_Goal_Retirement,Primary_Financial_Goal_Wealth,Current_Net_Worth,Savings_Rate(%),Goal_Amount(₹),Primary_Financial_Goal,cluster,cluster_label
CUST200010,-0.5000158512707583,-1.0663500593561617,-0.6463320526286946,0.0,0.0,0.0,1.0,0.0,1747642.0,10.88,1497932.0,Retirement,1,Lower NW • Stability focus
CUST200011,-0.4628400780509704,-1.1319588785293928,-0.3445307466334308,0.0,0.0,1.0,0.0,0.0,2158876.0,10.06,3382236.0,House,4,Mid NW • Short-term
CUST200012,-0.438961861787898,-0.1190227190987712,-0.2306990570625336,0.0,0.0,0.0,1.0,0.0,2423014.0,22.72,4092947.0,Retirement,1,Lower NW • Stability focus
CUST200013,-0.3777002222783234,-0.3822581033425899,-0.2055703036871712,0.0,0.0,1.0,0.0,0.0,3100683.0,19.43,4249839.0,House,4,Mid NW • Short-term
CUST200014,-0.3116623609527163,-0.1470264833800283,-0.6797815863281236,0.0,0.0,1.0,0.0,0.0,3831186.0,22.37,1289089.0,House,4,Mid NW • Short-term
CUST200015,-0.6536815718671546,0.3410391226647418,-0.129224809795404,0.0,0.0,0.0,1.0,0.0,47810.0,28.47,4726504.0,Retirement,1,Lower NW • Stability focus
CUST200016,-0.6794028742184519,-0.0662156207398288,-0.3202539158494277,0.0,0.0,1.0,0.0,0.0,-236716.0,23.38,3533809.0,House,4,Mid NW • Short-term
CUST200017,1.6715044172134776,1.997261753013389,2.215475018000651,0.0,0.0,0.0,0.0,1.0,25768742.0,49.17,19365696.0,Wealth,2,High NW • Goal mix
CUST200018,-0.6616933191973942,-1.336786411558018,-0.8011375510441383,0.0,1.0,0.0,0.0,0.0,-40815.0,7.5,531400.0,Emergency_Fund,1,Lower NW • Stability focus
CUST200019,3.422300148223286,2.634947471075163,3.0023271564047604,0.0,0.0,0.0,0.0,1.0,45135837.0,57.14,24278427.0,Wealth,0,Very High NW • Long-term
CUST200020,0.3979452191286503,-0.0654155131889356,-0.3760584493169318,0.0,0.0,0.0,1.0,0.0,11680781.0,23.39,3185392.0,Retirement,1,Lower NW • Stability focus
CUST200021,-0.1928039195839806,-0.7191033822685707,-0.1655188904439855,0.0,0.0,1.0,0.0,0.0,5145984.0,15.22,4499901.0,House,4,Mid NW • Short-term
CUST200022,-0.2865270348631354,-0.3558545541631186,-0.1761465406840794,0.0,0.0,1.0,0.0,0.0,4109230.0,19.76,4433547.0,House,4,Mid NW • Short-term
CUST200023,0.0507579000830699,-0.1862317533737887,-0.1822781730520076,0.0,0.0,1.0,0.0,0.0,7840236.0,21.88,4395264.0,House,4,Mid NW • Short-term
CUST200024,1.5550190802641055,1.9660575585285596,2.788183063236168,0.0,0.0,0.0,0.0,1.0,24480195.0,48.78,22941413.0,Wealth,2,High NW • Goal mix
CUST200025,-0.3343391541182555,-0.2430393894871962,-0.0721559264620998,1.0,0.0,0.0,0.0,0.0,3580338.0,21.17,5082815.0,Education,3,Low NW • Emergency/Liquidity
CUST200026,-0.5110542084810138,0.4186495551013694,-0.2745625796490064,0.0,0.0,1.0,0.0,0.0,1625537.0,29.44,3819084.0,House,4,Mid NW • Short-term
CUST200027,-0.4006417082075629,0.111408255558432,-0.6608246669695766,0.0,0.0,0.0,1.0,0.0,2846907.0,25.6,1407447.0,Retirement,1,Lower NW • Stability focus
CUST200028,1.5488868504373134,1.3627764651551877,-0.3622462198544282,0.0,0.0,0.0,0.0,1.0,24412361.0,41.24,3271629.0,Wealth,2,High NW • Goal mix
CUST200029,-0.1919502673409402,-0.9815386589614964,-0.7471353648074233,1.0,0.0,0.0,0.0,0.0,5155427.0,11.94,868564.0,Education,3,Low NW • Emergency/Liquidity
CUST200030,-0.3685550330521567,0.2450262165575739,-0.6122745290520706,0.0,0.0,0.0,1.0,0.0,3201846.0,27.27,1710571.0,Retirement,1,Lower NW • Stability focus
CUST200031,-0.615488973440365,-0.3846584259952692,-0.6339999165421548,1.0,0.0,0.0,0.0,0.0,470292.0,19.4,1574928.0,Education,3,Low NW • Emergency/Liquidity
CUST200032,-0.2770765630334798,-0.7303048879810737,-0.0905923065422264,0.0,0.0,0.0,1.0,0.0,4213770.0,15.08,4967707.0,Retirement,1,Lower NW • Stability focus
CUST200033,-0.1492661183798437,-0.1862317533737887,-0.4496018402314792,1.0,0.0,0.0,0.0,0.0,5627594.0,21.88,2726222.0,Education,3,Low NW • Emergency/Liquidity
CUST200034,0.3899360934138983,-0.0574144376800051,-0.7201832824642032,0.0,0.0,0.0,1.0,0.0,11592185.0,23.49,1036840.0,Retirement,1,Lower NW • Stability focus
CUST200035,-0.2033207561132978,0.3570412736826033,-0.4601734323954354,0.0,0.0,1.0,0.0,0.0,5029648.0,28.67,2660218.0,House,4,Mid NW • Short-term
CUST200036,-0.3758537913703387,-0.6814983273765967,0.0347079044108282,0.0,0.0,1.0,0.0,0.0,3121108.0,15.69,5750022.0,House,4,Mid NW • Short-term
CUST200037,-0.4202428944036306,-0.5142758492399457,-0.2673586363675321,0.0,0.0,1.0,0.0,0.0,2630081.0,17.78,3864062.0,House,4,Mid NW • Short-term
CUST200038,-0.6657154197583759,-1.690433949052753,-0.8272556493803631,0.0,1.0,0.0,0.0,0.0,-85307.0,3.08,368331.0,Emergency_Fund,1,Lower NW • Stability focus
CUST200039,-0.0408335706031703,-0.2246369158166559,-0.4641766196953858,0.0,0.0,1.0,0.0,0.0,6827062.0,21.4,2635224.0,House,4,Mid NW • Short-term
CUST200040,-0.510369334035046,-0.7911130618489467,-0.5815571058176553,0.0,0.0,1.0,0.0,0.0,1633113.0,14.32,1902356.0,House,4,Mid NW • Short-term
CUST200041,2.3084021245536284,2.0372671305580425,0.472998773522139,0.0,0.0,1.0,0.0,0.0,32814029.0,49.67,8486502.0,House,2,High NW • Goal mix
CUST200042,-0.4445412019484365,0.0722029855646716,-0.4879308290438548,0.0,0.0,0.0,1.0,0.0,2361296.0,25.11,2486914.0,Retirement,1,Lower NW • Stability focus
CUST200043,-0.6061586439204626,0.3610418114370685,-0.6785899517953705,1.0,0.0,0.0,0.0,0.0,573503.0,28.72,1296529.0,Education,3,Low NW • Emergency/Liquidity
CUST200044,4.800642876527832,1.1971542021203228,0.6295433536253022,0.0,0.0,0.0,1.0,0.0,60382901.0,39.17,9463892.0,Retirement,0,Very High NW • Long-term
CUST200045,-0.3969018381138872,-0.8151162883757388,-0.5543614110921344,0.0,0.0,0.0,1.0,0.0,2888277.0,14.02,2072153.0,Retirement,1,Lower NW • Stability focus
CUST200046,-0.5227710216993194,-0.3542543390613325,-0.617035621541401,0.0,0.0,0.0,1.0,0.0,1495927.0,19.78,1680845.0,Retirement,1,Lower NW • Stability focus
CUST200047,-0.4754212107753344,-0.8151162883757388,-0.4274374379222719,0.0,0.0,1.0,0.0,0.0,2019705.0,14.02,2864606.0,House,4,Mid NW • Short-term
CUST200048,-0.5885019732118245,-0.8007143524596636,-0.0494805948303814,0.0,0.0,0.0,1.0,0.0,768819.0,14.2,5224389.0,Retirement,1,Lower NW • Stability focus
CUST200049,-0.3768941207161936,-0.6943000481908858,-0.6034375339297429,0.0,0.0,1.0,0.0,0.0,3109600.0,15.53,1765745.0,House,4,Mid NW • Short-term
CUST200050,1.2280739776015464,2.1452816499286063,1.469033705190734,0.0,0.0,0.0,0.0,1.0,20863567.0,51.02,14705271.0,Wealth,2,High NW • Goal mix
CUST200051,-0.5270897264125215,-0.4094617600729542,-0.310339324337804,1.0,0.0,0.0,0.0,0.0,1448154.0,19.09,3595711.0,Education,3,Low NW • Emergency/Liquidity
CUST200052,-0.4851384545809736,-0.49187283781494,-0.6761406943659538,0.0,0.0,0.0,1.0,0.0,1912214.0,18.06,1311821.0,Retirement,1,Lower NW • Stability focus
CUST200053,3.4920101696425645,2.687754569434105,2.311658343875984,0.0,0.0,0.0,1.0,0.0,45906961.0,57.8,19966219.0,Retirement,0,Very High NW • Long-term
CUST200054,0.1428138487132625,1.3531751745444704,3.855759792169336,0.0,0.0,0.0,0.0,1.0,8858548.0,41.12,29606855.0,Wealth,2,High NW • Goal mix
CUST200055,-0.5338523191632489,-1.12075737281689,-0.5926242513746678,0.0,0.0,0.0,1.0,0.0,1373347.0,10.2,1833258.0,Retirement,1,Lower NW • Stability focus
CUST200056,-0.524815339376341,-0.7535080069569727,-0.3254181459891532,0.0,0.0,1.0,0.0,0.0,1473313.0,14.79,3501566.0,House,4,Mid NW • Short-term
CUST200057,-0.550672061727646,-0.698300585945351,0.0274692051221487,0.0,0.0,1.0,0.0,0.0,1187289.0,15.48,5704827.0,House,4,Mid NW • Short-term
CUST200058,-0.2256418231773477,-1.0039416703865025,-0.7789628981152944,0.0,0.0,0.0,1.0,0.0,4782735.0,11.66,669848.0,Retirement,1,Lower NW • Stability focus
CUST200059,0.5463354357594524,0.463455577951381,0.0399139378587591,0.0,0.0,1.0,0.0,0.0,13322256.0,30.0,5782526.0,House,4,Mid NW • Short-term
CUST200060,-0.0492198473459816,-0.6878991877837413,-0.034437810513692,0.0,0.0,0.0,1.0,0.0,6734294.0,15.61,5318309.0,Retirement,1,Lower NW • Stability focus
CUST200061,-0.6508913593836811,-0.2910458425407803,-0.3572793141427069,0.0,0.0,0.0,1.0,0.0,78675.0,20.57,3302640.0,Retirement,1,Lower NW • Stability focus
CUST200062,-0.5301978775742512,0.111408255558432,-0.5672108831384582,0.0,0.0,0.0,1.0,0.0,1413772.0,25.6,1991927.0,Retirement,1,Lower NW • Stability focus
CUST200063,-0.2340590169028044,-0.5046745586292292,-0.4328518472475028,0.0,0.0,0.0,1.0,0.0,4689625.0,17.9,2830801.0,Retirement,1,Lower NW • Stability focus
CUST200064,-0.7063133051946514,0.414649017346904,-0.6458067083723196,0.0,0.0,1.0,0.0,0.0,-534396.0,29.39,1501212.0,House,4,Mid NW • Short-term
CUST200065,-0.4696047500139811,-0.6462935951373019,-0.037269384022367,1.0,0.0,0.0,0.0,0.0,2084046.0,16.13,5300630.0,Education,3,Low NW • Emergency/Liquidity
CUST200066,-0.2160534001327307,-0.1158222888951987,-0.3881464925233754,0.0,0.0,0.0,1.0,0.0,4888801.0,22.76,3109920.0,Retirement,1,Lower NW • Stability focus
CUST200067,-0.3443678277636992,-0.0326111036023199,-0.0966774907899264,0.0,0.0,0.0,1.0,0.0,3469402.0,23.8,4929714.0,Retirement,1,Lower NW • Stability focus
CUST200068,0.0349054432330148,-0.0446127168657161,-0.6249928252002325,0.0,0.0,1.0,0.0,0.0,7664878.0,23.65,1631164.0,House,4,Mid NW • Short-term
CUST200069,-0.5120155277601085,0.1570143859593368,-0.469638277970504,0.0,0.0,0.0,1.0,0.0,1614903.0,26.17,2601124.0,Retirement,1,Lower NW • Stability focus
CUST200070,0.3531866491126933,-0.3294510049836475,0.040548034782841,0.0,0.0,0.0,1.0,0.0,11185667.0,20.09,5786485.0,Retirement,1,Lower NW • Stability focus
CUST200071,0.9137739208409248,0.9067151611461396,1.2953470459024952,0.0,0.0,0.0,0.0,1.0,17386817.0,35.54,13620854.0,Wealth,2,High NW • Goal mix
CUST200072,-0.314422650859419,-0.3134488539657863,-0.4104540831756313,0.0,0.0,1.0,0.0,0.0,3800652.0,20.29,2970642.0,House,4,Mid NW • Short-term
CUST200073,-0.3598913170703439,-0.3998604694622373,-0.5874303905375553,0.0,0.0,0.0,1.0,0.0,3297683.0,19.21,1865686.0,Retirement,1,Lower NW • Stability focus
CUST200074,0.7539496638623274,0.0858048139298538,-0.0462092056729242,0.0,0.0,0.0,1.0,0.0,15618860.0,25.28,5244814.0,Retirement,2,High NW • Goal mix
CUST200075,3.4342842758207794,1.2907667855748115,2.625098267473,0.0,0.0,0.0,1.0,0.0,45268404.0,40.34,21923189.0,Retirement,0,Very High NW • Long-term
CUST200076,-0.463057039332692,1.3307721631194651,0.3085608959669412,0.0,0.0,1.0,0.0,0.0,2156476.0,40.84,7459830.0,House,4,Mid NW • Short-term
CUST200077,-0.6014199383260612,-0.2054343345952222,0.0413461416211083,0.0,0.0,1.0,0.0,0.0,625922.0,21.64,5791468.0,House,4,Mid NW • Short-term
CUST200078,-0.5965199581789135,-0.5478803663774546,0.0174662020161593,0.0,0.0,0.0,1.0,0.0,680125.0,17.36,5642373.0,Retirement,1,Lower NW • Stability focus
CUST200079,-0.5661399547058497,-0.7743108032801924,-0.7594423548426671,0.0,0.0,1.0,0.0,0.0,1016185.0,14.53,791725.0,House,4,Mid NW • Short-term
CUST200080,-0.4654682023768911,0.4306511683647653,-0.7941445462948732,1.0,0.0,0.0,0.0,0.0,2129804.0,29.59,575061.0,Education,3,Low NW • Emergency/Liquidity
CUST200081,-0.3182518366807368,-0.3550544466122257,-0.1428546102615629,0.0,0.0,1.0,0.0,0.0,3758294.0,19.77,4641406.0,House,4,Mid NW • Short-term
CUST200082,3.783269299886491,1.9740586340374904,1.3080020765075873,0.0,0.0,0.0,1.0,0.0,49128835.0,48.88,13699866.0,Retirement,0,Very High NW • Long-term
CUST200083,-0.5281038396035017,-0.6398927347301572,-0.3574111307045962,0.0,0.0,1.0,0.0,0.0,1436936.0,16.21,3301817.0,House,4,Mid NW • Short-term
CUST200084,-0.6662448956863106,-0.1638287419487828,-0.293388643441255,0.0,0.0,1.0,0.0,0.0,-91164.0,22.16,3701543.0,House,4,Mid NW • Short-term
CUST200085,-0.3718717382459413,0.4234502004067277,0.0085159695800336,0.0,0.0,1.0,0.0,0.0,3165157.0,29.5,5586492.0,House,4,Mid NW • Short-term
CUST200086,-0.6537971941502054,-0.7359056408373252,0.0399446897176689,1.0,0.0,0.0,0.0,0.0,46531.0,15.01,5782718.0,Education,3,Low NW • Emergency/Liquidity
CUST200087,-0.5522053451856793,0.1306108367798654,-0.2117893866538741,0.0,0.0,1.0,0.0,0.0,1170328.0,25.84,4211010.0,House,4,Mid NW • Short-term
CUST200088,-0.4048097152305024,-0.4950732680185123,-0.0333187311480541,0.0,0.0,1.0,0.0,0.0,2800801.0,18.02,5325296.0,House,4,Mid NW • Short-term
CUST200089,1.3808541345663825,0.5066613856996065,0.3351380298637668,0.0,0.0,0.0,1.0,0.0,22553603.0,30.54,7625765.0,Retirement,2,High NW • Goal mix
CUST200090,-0.3250951571083715,-0.3294510049836475,-0.2386536980664559,1.0,0.0,0.0,0.0,0.0,3682594.0,20.09,4043282.0,Education,3,Low NW • Emergency/Liquidity
CUST200091,-0.6983225307883117,-0.20223390439165,-0.1180079090921384,0.0,0.0,0.0,1.0,0.0,-446003.0,21.68,4796537.0,Retirement,1,Lower NW • Stability focus
CUST200092,-0.5483201110332502,-1.1143565124097454,-0.7702204008927415,0.0,0.0,0.0,1.0,0.0,1213306.0,10.28,724432.0,Retirement,1,Lower NW • Stability focus
CUST200093,0.1205991830777903,-0.3166492841693585,-0.0428357908168966,0.0,0.0,0.0,1.0,0.0,8612812.0,20.25,5265876.0,Retirement,1,Lower NW • Stability focus
CUST200094,-0.2919881311251356,0.2922325620602648,0.0434838763131319,0.0,0.0,0.0,1.0,0.0,4048820.0,27.86,5804815.0,Retirement,1,Lower NW • Stability focus
CUST200095,-0.65091432111933,-0.6326917667721196,-0.741075646942883,0.0,0.0,0.0,1.0,0.0,78421.0,16.3,906398.0,Retirement,1,Lower NW • Stability focus
CUST200096,-0.4455865937241983,-0.7271044577775015,-0.3804125601735034,0.0,0.0,0.0,1.0,0.0,2349732.0,15.12,3158207.0,Retirement,1,Lower NW • Stability focus
CUST200097,2.454790782960015,1.3075690441435657,1.1294442907348563,0.0,0.0,1.0,0.0,0.0,34433363.0,40.55,12585036.0,House,0,Very High NW • Long-term
CUST200098,-0.6441020080748746,-0.7911130618489467,-0.6884375939474929,0.0,0.0,1.0,0.0,0.0,153778.0,14.32,1235045.0,House,4,Mid NW • Short-term
CUST200099,0.7417151267855137,1.285966140269453,-0.4772892443676925,0.0,0.0,1.0,0.0,0.0,15483523.0,40.28,2553355.0,House,4,Mid NW • Short-term
CUST200100,-0.5703123913549578,-1.096754146290098,-0.6898611487495238,0.0,0.0,0.0,1.0,0.0,970030.0,10.5,1226157.0,Retirement,1,Lower NW • Stability focus
CUST200101,-0.6331405817190963,-1.349588132372307,-0.8077288596363947,0.0,1.0,0.0,0.0,0.0,275032.0,7.34,490247.0,Emergency_Fund,1,Lower NW • Stability focus
CUST200102,1.7886834878611544,1.2995679686346353,-0.1920434899151737,0.0,0.0,0.0,1.0,0.0,27064963.0,40.45,4334294.0,Retirement,2,High NW • Goal mix
CUST200103,-0.2719965954230371,0.3298376169522388,-0.7448574849250558,0.0,0.0,1.0,0.0,0.0,4269964.0,28.33,882786.0,House,4,Mid NW • Short-term
CUST200104,-0.1171977945328499,-1.0527482309909793,-0.0370060712304522,0.0,0.0,0.0,1.0,0.0,5982330.0,11.05,5302274.0,Retirement,1,Lower NW • Stability focus
CUST200105,0.2034738726687301,1.997261753013389,3.806778167231502,0.0,0.0,0.0,0.0,1.0,9529562.0,49.17,29301037.0,Wealth,2,High NW • Goal mix
CUST200106,-0.6226515885542666,-1.0687503820088406,-0.1687998895573521,0.0,0.0,1.0,0.0,0.0,391060.0,10.85,4479416.0,House,4,Mid NW • Short-term
CUST200107,-0.3737244971913095,-0.2798443368282773,-0.5536198428278003,0.0,0.0,0.0,1.0,0.0,3144662.0,20.71,2076783.0,Retirement,1,Lower NW • Stability focus
CUST200108,0.2866750889886608,0.3874453606165398,-0.377297653131436,0.0,0.0,0.0,1.0,0.0,10449924.0,29.05,3177655.0,Retirement,1,Lower NW • Stability focus
CUST200109,0.1789573382347259,0.3834448228620744,-0.7428382730225802,0.0,0.0,0.0,1.0,0.0,9258363.0,29.0,895393.0,Retirement,1,Lower NW • Stability focus
CUST200110,-0.1111135673896385,0.1042072876003944,-0.7224326528107065,1.0,0.0,0.0,0.0,0.0,6049633.0,25.51,1022796.0,Education,3,Low NW • Emergency/Liquidity
CUST200111,0.0209163221908119,-0.1574278815416384,-0.7649314014921269,0.0,0.0,0.0,1.0,0.0,7510132.0,22.24,757454.0,Retirement,1,Lower NW • Stability focus
CUST200112,0.5702516202468262,0.8203035456496887,3.605176508017931,0.0,0.0,0.0,1.0,0.0,13586814.0,34.46,28042332.0,Retirement,1,Lower NW • Stability focus
CUST200113,-0.6521454859925658,0.3722433171495714,-0.7993500992450087,1.0,0.0,0.0,0.0,0.0,64802.0,28.86,542560.0,Education,3,Low NW • Emergency/Liquidity
CUST200114,-0.2724233763442903,0.3634421340897477,-0.2123861649158415,0.0,0.0,1.0,0.0,0.0,4265243.0,28.75,4207284.0,House,4,Mid NW • Short-term
CUST200115,-0.4840641346343156,0.3098349281799122,0.0608087048264162,1.0,0.0,0.0,0.0,0.0,1924098.0,28.08,5912983.0,Education,3,Low NW • Emergency/Liquidity
CUST200116,0.784261324531649,0.2946328847129441,-0.6451843035612607,0.0,0.0,1.0,0.0,0.0,15954164.0,27.89,1505098.0,House,4,Mid NW • Short-term
CUST200117,-0.6503827659791122,-0.3702564900791941,-0.0501613000406235,0.0,0.0,0.0,1.0,0.0,84301.0,19.58,5220139.0,Retirement,1,Lower NW • Stability focus
CUST200118,0.0662104249704849,0.0874050290316399,-0.0603313562135028,0.0,0.0,1.0,0.0,0.0,8011170.0,25.3,5156642.0,House,4,Mid NW • Short-term
CUST200119,-0.348434495787968,0.0962062120914636,-0.0701512896594201,0.0,0.0,1.0,0.0,0.0,3424417.0,25.41,5095331.0,House,4,Mid NW • Short-term
CUST200120,0.3180104453055719,0.2674292279825799,0.0001114224736243,0.0,0.0,1.0,0.0,0.0,10796552.0,27.55,5534018.0,House,4,Mid NW • Short-term
CUST200121,0.2123096208668413,-0.2718432613193469,-0.2266420540094912,1.0,0.0,0.0,0.0,0.0,9627302.0,20.81,4118277.0,Education,3,Low NW • Emergency/Liquidity
CUST200122,-0.6049376943075745,-0.7855123089926952,-0.1188311619817016,0.0,0.0,1.0,0.0,0.0,587009.0,14.39,4791397.0,House,4,Mid NW • Short-term
CUST200123,-0.6110624208900405,-1.0751512424159853,-0.7681986263353567,1.0,0.0,0.0,0.0,0.0,519258.0,10.77,737055.0,Education,3,Low NW • Emergency/Liquidity
CUST200124,-0.6765725238978598,-0.5462801512756685,-0.5419216434994105,0.0,0.0,1.0,0.0,0.0,-205407.0,17.38,2149821.0,House,4,Mid NW • Short-term
CUST200125,-0.1383413042403559,0.1586146010611229,-0.3667214161554569,0.0,0.0,0.0,1.0,0.0,5748443.0,26.19,3243688.0,Retirement,1,Lower NW • Stability focus
CUST200126,-0.0309601146746916,-0.7559083296096518,-0.0049511022993943,0.0,0.0,1.0,0.0,0.0,6936281.0,14.76,5502410.0,House,4,Mid NW • Short-term
CUST200127,-0.6277136568589672,-1.3239846907437287,-0.8305941480632536,0.0,1.0,0.0,0.0,0.0,335064.0,7.66,347487.0,Emergency_Fund,1,Lower NW • Stability focus
CUST200128,-0.251313314834383,0.0465995439360934,-0.5581573436763076,0.0,0.0,0.0,1.0,0.0,4498760.0,24.79,2048453.0,Retirement,1,Lower NW • Stability focus
CUST200129,-0.575264894212389,-1.012742853446326,-0.2797461898664822,0.0,0.0,0.0,1.0,0.0,915246.0,11.55,3786720.0,Retirement,1,Lower NW • Stability focus
CUST200130,-0.6446445920802467,-1.4448009309285816,-0.7929597988971885,0.0,1.0,0.0,0.0,0.0,147776.0,6.15,582458.0,Emergency_Fund,1,Lower NW • Stability focus
CUST200131,-0.4983309661171222,0.0097945965950123,0.0269616392842059,0.0,0.0,1.0,0.0,0.0,1766280.0,24.33,5701658.0,House,4,Mid NW • Short-term
CUST200132,-0.6461375569000932,-0.1510270211344937,-0.2186070097077944,0.0,0.0,0.0,1.0,0.0,131261.0,22.32,4168444.0,Retirement,1,Lower NW • Stability focus
CUST200133,-0.4388483187171304,0.1162089008637903,-0.6489025556685003,0.0,0.0,0.0,1.0,0.0,2424270.0,25.66,1481883.0,Retirement,1,Lower NW • Stability focus
CUST200134,-0.4768883210424425,-0.7039013388016025,-0.3668905513794606,1.0,0.0,0.0,0.0,0.0,2003476.0,15.41,3242632.0,Education,3,Low NW • Emergency/Liquidity
CUST200135,0.2335937938053301,0.1122083631093249,-0.6147700744357837,0.0,0.0,1.0,0.0,0.0,9862745.0,25.61,1694990.0,House,4,Mid NW • Short-term
CUST200136,-0.6779614377030141,-0.9743376910034588,-0.7231099945363801,0.0,0.0,1.0,0.0,0.0,-220771.0,12.03,1018567.0,House,4,Mid NW • Short-term
CUST200137,-0.5068531148626116,-0.9791383363088172,0.0345000090313237,0.0,0.0,1.0,0.0,0.0,1672009.0,11.97,5748724.0,House,4,Mid NW • Short-term
CUST200138,-0.526110959830355,-0.4974735906711915,-0.6277944476796568,0.0,0.0,0.0,1.0,0.0,1458981.0,17.99,1613672.0,Retirement,1,Lower NW • Stability focus
CUST200139,0.2799396163981485,0.1098080404566456,-0.1563300107694456,1.0,0.0,0.0,0.0,0.0,10375417.0,25.58,4557272.0,Education,3,Low NW • Emergency/Liquidity
CUST200140,-0.6309572280207048,-0.3238502521273961,-0.6789138073095139,0.0,0.0,0.0,1.0,0.0,299184.0,20.16,1294507.0,Retirement,1,Lower NW • Stability focus
CUST200141,-0.6270691010511861,-0.0846180944103694,-0.2952079682608171,0.0,0.0,0.0,1.0,0.0,342194.0,23.15,3690184.0,Retirement,1,Lower NW • Stability focus
CUST200142,0.0336555654492304,-0.455067890473859,0.0234740261187894,0.0,0.0,0.0,1.0,0.0,7651052.0,18.52,5679883.0,Retirement,1,Lower NW • Stability focus
CUST200143,-0.4514539499862221,-0.8231173638846694,-0.0409474344807194,1.0,0.0,0.0,0.0,0.0,2284828.0,13.92,5277666.0,Education,3,Low NW • Emergency/Liquidity
CUST200144,-0.4818284390267088,0.2770305185932967,-0.4687789877462809,0.0,0.0,0.0,1.0,0.0,1948829.0,27.67,2606489.0,Retirement,1,Lower NW • Stability focus
CUST200145,-0.2220470459408233,0.281831163898655,-0.3962454430318691,0.0,0.0,1.0,0.0,0.0,4822500.0,27.73,3059354.0,House,4,Mid NW • Short-term
CUST200146,-0.6063310377388972,0.4546543948915573,-0.2290291670573611,0.0,0.0,1.0,0.0,0.0,571596.0,29.89,4103373.0,House,4,Mid NW • Short-term
CUST200147,0.8720450343231416,1.4971945337052226,2.275269605161696,0.0,0.0,0.0,0.0,1.0,16925217.0,42.92,19739025.0,Wealth,2,High NW • Goal mix
CUST200148,0.1040726094453194,-0.7735106957292993,-0.6790291267804255,0.0,0.0,0.0,1.0,0.0,8429997.0,14.54,1293787.0,Retirement,1,Lower NW • Stability focus
CUST200149,0.2258536096793788,2.424519185190286,0.5639767066132685,0.0,0.0,0.0,0.0,1.0,9777124.0,54.51,9054525.0,Wealth,2,High NW • Goal mix
CUST200150,-0.4802874715232813,-0.104620783182696,-0.7170587654662264,0.0,0.0,1.0,0.0,0.0,1965875.0,22.9,1056348.0,House,4,Mid NW • Short-term
CUST200151,0.1869948497171699,-0.1094214284880543,-0.5919184001131297,0.0,0.0,0.0,1.0,0.0,9347273.0,22.84,1837665.0,Retirement,1,Lower NW • Stability focus
CUST200152,-0.6513269091567372,0.0369982533253768,-0.4891291905457444,0.0,0.0,0.0,1.0,0.0,73857.0,24.67,2479432.0,Retirement,1,Lower NW • Stability focus
CUST200153,-0.3433197239719159,-0.2150356252059391,-0.2766873409005523,0.0,0.0,1.0,0.0,0.0,3480996.0,21.52,3805818.0,House,4,Mid NW • Short-term
